d,l,nc,w,association,birth_date,class,country,dob,fname,height1,height2,lname,locality,name1,nick1,nick2,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,weight2
0,1,1.0,22,American Kickboxing Academy,1979-03-20,Light Heavyweight,United States,1979-03-20,Daniel,71.0,71.0,Cormier,"San Jose, California",Daniel Cormier,DC,,72.0,2.46,3.84,Orthodox,0.49,0.58,0.5,0.45,2.04,0.78,235.0,205.0
0,2,,9,Team Xplode MMA,1988-01-25,Lightweight,United States,1988-01-25,Dashon,67.0,69.0,Johnson,"Escondido, California",Dashon Johnson,Flyboy,Fly Boy,70.0,3.83,1.01,Orthodox,0.69,0.35,0.8,0.33,0.85,0.63,145.0,155.0
0,5,,23,Power MMA Team,1983-06-07,Light Heavyweight,United States,1983-06-07,Ryan,74.0,74.0,Bader,"Tempe, Arizona",Ryan Bader,Darth,Darth,74.0,1.39,2.82,Orthodox,0.43,0.71,0.4,0.44,3.37,0.8,205.0,205.0
0,6,,18,Tsunami Gym,1983-05-19,Welterweight,England,1983-05-19,John,69.0,69.0,Maguire,"Wisbech, Cambridgeshire",John Maguire,The One,The One,69.0,2.44,1.41,Southpaw,0.41,0.65,1.1,0.46,2.8,0.77,155.0,165.0
0,3,,20,CQuence Jiu-Jitsu,1991-02-27,Welterweight,United States,1991-02-27,Sean,73.0,73.0,Strickland,"Riverside, California",Sean Strickland,Tarzan,Tarzan,76.0,3.62,4.34,Orthodox,0.35,0.64,0.5,0.57,1.37,0.81,170.0,171.0
0,5,,22,AKA Thailand,1977-12-07,Heavyweight,Australia,1977-07-12,Soa,76.0,76.0,Palelei,"Perth, Western Australia",Soa Palelei,The Hulk,The Hulk,81.0,2.68,2.47,Orthodox,0.57,0.48,0.0,0.47,2.2,0.66,265.0,265.0
2,5,,10,Team Punishment,1976-02-18,Heavyweight,United States,1976-02-18,Justin,73.0,74.0,McCully,"Orange, California",Justin McCully,The Insane One,The Insane One,73.0,2.02,1.58,Orthodox,0.37,0.46,0.0,0.44,1.28,0.43,225.0,235.0
0,1,,0,M-1 Global Training Center,1968-08-24,Heavyweight,United States,1968-08-24,James,69.0,70.0,Toney,"Grand Rapids, Michigan",James Toney,Lights Out,Lights Out,,2.41,0.0,Orthodox,0.0,0.27,0.0,0.0,0.0,0.0,220.0,237.0
0,3,,9,The Pit Elevated Fight Team,1985-07-10,Welterweight,United States,1985-07-10,Brock,71.0,71.0,Jardine,"Orem, Utah",Brock Jardine,The Machine,The Machine,73.0,3.34,1.06,Orthodox,0.3,0.56,0.8,0.0,0.0,0.14,170.0,170.0
1,8,,18,Xtreme Couture,1981-12-18,Lightweight,United States,1981-12-18,Evan,70.0,70.0,Dunham,"Eugene, Oregon",Evan Dunham,,,70.0,3.54,5.35,Southpaw,0.39,0.61,1.0,0.33,1.83,0.8,155.0,155.0
0,7,,12,Millennia MMA,1974-10-31,Bantamweight,United States,1974-10-31,Charlie,63.0,63.0,Valencia,"Los Angeles, California",Charlie Valencia,,,64.0,2.61,2.58,Orthodox,0.37,0.77,0.5,0.53,1.4,0.75,135.0,135.0
0,5,2.0,11,,1980-10-31,Welterweight,United States,1980-10-31,Waylon,67.0,67.0,Lowe,"Philadelphia, Pennsylvania",Waylon Lowe,,,,2.4,1.88,Southpaw,0.55,0.53,0.3,0.55,4.47,0.83,145.0,160.0
0,12,,23,Wai Kru MMA,1983-03-01,Welterweight,United States,1983-03-01,John,67.0,67.0,Howard,"Boston, Massachusetts",John Howard,Doomsday,Doomsday,71.0,3.08,2.15,Orthodox,0.5,0.51,0.4,0.49,2.7,0.53,170.0,171.0
0,7,2.0,25,,1980-02-13,Welterweight,United States,1980-02-13,Anthony,69.0,69.0,Lapsley,"Fort Wayne, Indiana",Anthony Lapsley,The Recipe,The Recipe,71.0,0.58,0.53,Southpaw,0.34,0.66,0.0,0.0,0.0,0.2,170.0,170.0
0,2,,9,Victory MMA,,Heavyweight,United States,1987-09-06,Justin,71.0,71.0,Jones,"San Diego, California",Justin Jones,Lazybones,Lazy Bones,78.0,3.17,1.7,Orthodox,0.36,0.45,0.5,0.15,1.0,0.46,185.0,209.0
7,27,1.0,50,Iron Academy,1972-05-03,Middleweight,United States,1972-05-03,Shonie,70.0,69.0,Carter,"Chicago, Illinois",Shonie Carter,Mr. International,Mr. International,,2.32,1.62,Southpaw,0.36,0.47,0.0,0.66,0.75,0.75,170.0,176.0
0,5,,10,MMA Lab,1984-08-28,Lightweight,Guam,1984-08-28,Jon,71.0,70.0,Tuck,Chalan Pago,Jon Tuck,Super Saiyan,Super Saiyan,73.0,3.74,3.0,Orthodox,0.4,0.6,1.0,0.33,0.42,0.5,155.0,155.0
0,10,,17,Dragon Fight,1981-04-19,Light Heavyweight,Brazil,1981-04-19,Antonio,75.0,75.0,Mendes,"Fortaleza, Ceara",Antonio Mendes,Samurai,Samuray,77.0,6.85,1.34,Southpaw,0.47,0.22,0.0,0.5,2.51,1.0,205.0,205.0
0,8,,13,Ivan Salaverry MMA,1971-01-11,Middleweight,United States,1971-01-11,Ivan,72.0,72.0,Salaverry,"Seattle, Washington",Ivan Salaverry,,,,1.19,3.01,Orthodox,0.47,0.76,2.5,0.18,0.49,0.36,185.0,185.0
1,7,1.0,29,Cesar Gracie Fight Team,1979-01-09,Welterweight,United States,1979-01-09,Jake,72.0,72.0,Shields,"San Francisco, California",Jake Shields,,,72.0,1.8,2.45,Orthodox,0.36,0.56,1.2,0.29,2.83,0.35,170.0,170.0
0,11,,22,Flawless MMA,1981-01-22,Middleweight,United States,1981-01-22,Luigi,68.0,69.0,Fioravanti,"St. Louis, Missouri",Luigi Fioravanti,,The Italian Tank,70.0,2.21,2.23,Orthodox,0.42,0.69,0.9,0.63,3.76,0.67,170.0,183.0
0,5,,4,Gibson Kickboxing & Pankration,1970-11-20,Middleweight,Canada,1970-11-20,Lance,69.0,69.0,Gibson,"Port Moody, British Columbia",Lance Gibson,Fearless,Fearless,,6.44,1.21,Orthodox,0.75,0.2,0.0,0.0,0.0,0.0,185.0,185.0
2,7,,20,Cobra Kai MMA Dojo,1972-04-19,Lightweight,Japan,1972-04-19,Dokonjonosuke,67.0,67.0,Mishima,,Dokonjonosuke Mishima,,,,1.22,1.06,Southpaw,0.41,0.52,1.4,0.4,2.47,0.25,155.0,154.0
1,1,,3,Las Vegas Combat Club,,Lightweight,USA,,Rick,69.0,,Davis,"Las Vegas, Nevada",Rick Davis,The Flying Squirrel,,,6.19,3.09,Orthodox,0.5,0.64,0.0,0.0,0.0,0.0,155.0,155.0
0,5,,6,Gracie Tampa,1984-07-30,Middleweight,United States,1984-07-30,Shane,75.0,76.0,Primm,"Tampa, Florida",Shane Primm,,,,2.25,0.83,Orthodox,0.26,0.62,0.0,0.2,1.78,0.0,205.0,185.0
1,3,,27,AMC Pankration,1986-08-13,Flyweight,United States,1986-08-13,Demetrious,63.0,63.0,Johnson,"Kirkland, Washington",Demetrious Johnson,Mighty Mouse,Mighty Mouse,66.0,1.66,3.43,Orthodox,0.54,0.67,0.5,0.56,3.35,0.65,125.0,125.0
1,13,2.0,22,Hammer House,1979-10-12,Heavyweight,United States,1979-08-04,Wes,82.0,81.0,Sims,"Lancaster, Ohio",Wes Sims,The Project,A Whole Show,,2.95,0.98,Orthodox,0.51,0.37,2.3,0.0,0.0,0.4,260.0,258.0
0,2,,8,Pellegrino MMA,1986-06-03,Welterweight,United States,1986-06-03,Greg,71.0,71.0,Soto,"Oakhurst, New Jersey",Greg Soto,,,73.0,2.61,3.21,Orthodox,0.63,0.52,1.0,0.27,1.49,0.44,170.0,170.0
2,12,,32,Syndicate MMA,1979-01-05,Featherweight,United States,1979-01-05,John,69.0,69.0,Gunderson,"Houston, Texas",John Gunderson,Quick Guns,Guns,69.0,1.71,1.04,Orthodox,0.27,0.58,2.0,0.33,1.67,0.11,155.0,145.0
0,5,,9,Black House,1988-04-10,Lightweight,United States,1988-04-10,James,70.0,70.0,Moontasri,"Los Angeles, California",James Moontasri,Moon Walker,Moonwalker,71.0,3.86,2.39,Switch,0.48,0.4,0.2,0.0,0.0,0.79,170.0,155.0
0,6,,14,The Jungle MMA,1979-12-03,Light Heavyweight,United States,1979-12-03,Seth,72.0,72.0,Petruzelli,"Fort Myers, Florida",Seth Petruzelli,The Silverback,The Silverback,76.0,2.08,2.17,Orthodox,0.41,0.55,2.3,0.5,0.46,0.47,205.0,205.0
0,8,1.0,15,Blackzilians,1983-09-18,Lightweight,United States,1983-09-18,Abel,68.0,68.0,Trujillo,"Des Moines, Iowa",Abel Trujillo,Killa,Killa,70.0,2.31,2.65,Orthodox,0.41,0.59,0.4,0.45,2.18,0.4,155.0,155.0
0,3,,5,Wai Kru MMA,1988-11-28,Light Heavyweight,United States,1988-11-28,Patrick,71.0,71.0,Walsh,"West Bridgewater, Massachusetts",Patrick Walsh,The Beast of the East,The Beast of the East,71.0,2.83,2.03,,0.19,0.64,1.5,0.54,3.0,1.0,185.0,205.0
0,9,,22,American Top Team,1980-03-17,Light Heavyweight,Brazil,1980-03-17,Fabio,73.0,73.0,Maldonado,"Sorocaba, Sao Paulo",Fabio Maldonado,Caipira de Aco,Caipira de Aco,75.0,4.31,5.29,Orthodox,0.58,0.53,0.6,0.57,0.44,0.61,205.0,205.0
0,2,,11,Gracie Barra Katy,1996-03-01,Lightweight,United States,1996-03-01,Sage,72.0,72.0,Northcutt,"Katy, Texas",Sage Northcutt,Super,Super,71.0,1.96,3.58,Orthodox,0.52,0.58,0.6,0.34,1.81,0.41,170.0,156.0
0,5,,10,American Top Team,1977-06-16,Welterweight,United States,1977-06-16,Rich,70.0,70.0,Attonito,"Deerfield Beach, Florida",Rich Attonito,The Raging Bull,The Raging Bull,72.0,2.13,2.28,Orthodox,0.47,0.59,0.0,0.37,0.74,0.75,170.0,170.0
0,6,,14,Gracie Barra Orlando,1985-08-13,Bantamweight,United States,1985-08-13,Jonathan,72.0,72.0,Brookins,"Orlando, Florida",Jonathan Brookins,,,73.0,3.63,2.69,Southpaw,0.39,0.56,0.3,0.17,1.94,0.8,145.0,135.0
0,4,1.0,8,Team Curran,1980-11-03,Featherweight,United States,1980-11-03,Mackens,69.0,69.0,Semerzier,"Virginia Beach, Virginia",Mackens Semerzier,Da Menace,Mack da Menace,72.0,3.48,2.91,Orthodox,0.45,0.46,2.1,0.5,2.14,0.5,145.0,145.0
0,7,,11,Team Takedown,1979-07-14,Lightweight,United States,1979-07-14,Shane,70.0,70.0,Roller,"Bixby, Oklahoma",Shane Roller,,,72.0,2.65,2.04,Orthodox,0.34,0.6,1.9,0.33,2.46,0.42,155.0,155.0
0,6,,15,Tristar Gym,1987-07-14,Welterweight,Canada,1987-07-14,Alex,69.0,69.0,Garcia,"Montreal, Quebec",Alex Garcia,The Dominican Nightmare,The Dominican Nightmare,72.0,3.03,1.81,Orthodox,0.31,0.59,0.1,0.52,3.72,0.66,170.0,171.0
0,3,,25,Team Death Clutch,1984-02-12,Lightweight,United States,1984-02-12,Tony,71.0,72.0,Ferguson,"Oxnard, California",Tony Ferguson,El Cucuy,El Cucuy,76.0,3.55,5.51,Orthodox,0.44,0.63,1.5,0.42,0.6,0.76,155.0,155.0
0,3,,7,Paradigm Training Center,1982-05-28,Welterweight,United States,1982-05-28,Brian,68.0,68.0,Melancon,"Houston, Texas",Brian Melancon,,,72.0,3.64,4.18,Orthodox,0.49,0.64,0.0,1.0,2.02,0.66,170.0,170.0
0,14,,31,Disorderly Conduct,1988-07-26,Middleweight,United States,1988-07-26,Anthony,76.0,76.0,Smith,"Omaha, Nebraska",Anthony Smith,Lionheart,Lionheart,76.0,4.31,3.09,Orthodox,0.47,0.43,0.8,0.28,0.46,0.5,205.0,185.0
1,4,,36,Minnesota Martial Arts Academy,1973-08-05,Lightweight,United States,1973-08-05,Sean,66.0,66.0,Sherk,"Minneapolis, Minnesota",Sean Sherk,The Muscle Shark,The Muscle Shark,67.0,2.71,2.17,Orthodox,0.35,0.55,0.4,0.46,4.09,0.56,155.0,155.0
1,5,,22,Next Generation NI,1986-12-22,Lightweight,Northern Ireland,1986-12-22,Norman,71.0,71.0,Parke,"Bushmills, Antrim",Norman Parke,Stormin',Stormin,70.0,2.88,3.06,,0.35,0.64,0.0,0.26,1.98,0.77,155.0,155.0
0,5,,15,Central Illinois Combat Club,1984-02-14,Welterweight,United States,1984-02-14,Kenny,70.0,70.0,Robertson,"East Peoria, Illinois",Kenny Robertson,,,74.0,3.02,3.72,Orthodox,0.47,0.52,0.8,0.26,1.37,0.57,170.0,170.0
0,6,,27,Ascension MMA,1982-07-19,Bantamweight,Brazil,1982-07-19,Raphael,65.0,65.0,Assuncao,"Recife, Pernambuco",Raphael Assuncao,,,66.0,2.24,3.34,Orthodox,0.4,0.7,0.3,0.36,1.38,0.79,135.0,135.0
0,6,,19,Team Alpha Male,1990-06-25,Featherweight,United States,1990-06-25,Andre,71.0,70.0,Fili,"Sacramento, California",Andre Fili,Touchy,Touchy,74.0,3.87,4.03,Orthodox,0.37,0.53,0.2,0.46,2.5,0.69,145.0,145.0
0,4,1.0,8,London Shootfighters,1982-09-06,Middleweight,Brazil,1986-08-22,Diego,74.0,71.0,Henrique da Silva,"Rondonopolis, Mato Grosso",Diego Henrique da Silva,Gaucho,Hannibal,,3.27,2.53,Orthodox,0.57,0.3,0.0,0.0,0.0,0.63,185.0,185.0
2,14,,30,Lion's Den Dallas,1968-01-01,Light Heavyweight,United States,1968-01-01,Guy,73.0,73.0,Mezger,"Houston, Texas",Guy Mezger,,The Sandman,,1.36,2.3,Orthodox,0.32,0.72,0.0,0.5,0.39,0.88,200.0,200.0
0,5,,7,American Top Team,1985-04-06,Bantamweight,United States,1985-04-06,Marcus,64.0,64.0,Brimage,"Birmingham, Alabama",Marcus Brimage,The Bama Beast,The Bama Beast,71.0,3.64,3.97,Southpaw,0.35,0.56,0.0,1.0,0.56,0.8,135.0,135.0
0,3,,22,Team Tiger Schulmann,1989-06-29,Bantamweight,United States,1989-06-29,Jimmie,64.0,64.0,Rivera,"Ramsey, New Jersey",Jimmie Rivera,El Terror,El Terror,68.0,3.9,3.98,Orthodox,0.4,0.59,0.0,0.27,0.81,1.0,135.0,135.0
1,5,,18,Elite Performance,1975-07-07,Light Heavyweight,United States,1975-07-07,Jason,71.0,71.0,Brilz,"Omaha, Nebraska",Jason Brilz,Hitman,The Hitman,71.0,1.78,2.66,Orthodox,0.4,0.65,1.3,0.25,2.37,0.25,205.0,205.0
1,12,,14,,,Welterweight,United States,1975-08-01,Jason,72.0,72.0,Von Flue,"San Luis Obsipo, California",Jason Von Flue,Live Wire,Livewire,,3.23,1.89,Orthodox,0.36,0.52,1.5,0.16,0.62,0.58,170.0,170.0
0,7,,22,Minnesota Fight Factory,1983-07-17,Lightweight,United States,1982-07-17,Marcus,69.0,70.0,LeVesseur,"Minneapolis, Minnesota",Marcus LeVesseur,The Prospect,The Prospect,70.0,3.7,2.55,Southpaw,0.64,0.37,0.6,0.36,3.89,0.83,155.0,155.0
2,15,2.0,34,American Top Team,1977-09-17,Middleweight,Canada,1977-09-17,Denis,71.0,71.0,Kang,"Vancouver, British Columbia",Denis Kang,,,77.0,1.65,2.27,Orthodox,0.35,0.67,1.2,0.65,2.51,0.38,185.0,185.0
0,4,1.0,12,,,Middleweight,United States,1982-10-21,Johnny,72.0,72.0,Rees,"Greenwood, Indiana",Johnny Rees,The Hater Hurter,The Hater Hurter,,0.84,3.29,Orthodox,0.64,0.47,0.0,0.25,1.15,0.5,170.0,178.0
0,3,,7,,1978-04-09,Lightweight,Armenia,1978-09-04,Roman,70.0,70.0,Mitichyan,,Roman Mitichyan,,,,2.7,0.26,Orthodox,0.16,0.43,1.9,1.0,1.93,0.25,170.0,155.0
0,4,,12,Meat Truck Inc.,,Light Heavyweight,United States,,Michael,72.0,72.0,Patt,"Dayton, Ohio",Michael Patt,,,,5.53,1.65,Orthodox,0.28,0.55,0.0,0.0,0.0,0.0,205.0,205.0
0,8,,19,Master Japan,1976-06-17,Lightweight,Japan,1976-06-17,Kuniyoshi,70.0,70.0,Hironaka,Yamaguchi,Kuniyoshi Hironaka,,,70.0,3.01,1.98,Orthodox,0.4,0.54,0.6,0.3,1.91,0.25,168.0,153.0
0,9,,13,Ricardo Almeida Jiu-Jitsu,,Lightweight,United States,,Chris,69.0,70.0,Liguori,"Toms River, New Jersey",Chris Liguori,,The Story,,1.44,0.29,Orthodox,0.33,0.0,0.0,0.0,0.0,0.5,185.0,155.0
0,5,,27,Team Taisumov,1988-08-08,Lightweight,Russia,1988-08-08,Mairbek,69.0,69.0,Taisumov,"Grozny, Chechnya",Mairbek Taisumov,Beckan,Beckan,73.0,2.02,2.88,Orthodox,0.41,0.63,0.0,0.77,1.66,0.87,155.0,155.0
0,4,,11,Gracie Barra Alaska,,Heavyweight,United States,1984-03-16,Jared,71.0,75.0,Cannonier,"Anchorage, Alaska",Jared Cannonier,The Killa Gorilla,The Killa Gorilla,77.0,2.83,3.63,Switch,0.5,0.67,0.0,0.33,0.21,0.44,185.0,244.0
0,2,,8,Team Jorge Gurgel,1986-03-11,Featherweight,United States,1986-03-11,Tommy,69.0,69.0,Hayden,"Cincinnati, Ohio",Tommy Hayden,Wild Card,Wild Card,72.0,2.05,1.48,Southpaw,0.27,0.55,0.0,0.33,3.42,0.66,145.0,145.0
0,5,,14,CNY MMA,1986-11-05,Welterweight,United States,1986-11-05,Tamdan,76.0,76.0,McCrory,"Cortland, New York",Tamdan McCrory,The Barncat,The Barn Cat,78.0,1.6,2.07,Switch,0.49,0.46,2.5,0.5,2.28,0.33,185.0,170.0
5,18,,31,Integrated Fighting Academy,1974-08-18,Welterweight,United States,1974-08-18,Chris,71.0,71.0,Lytle,"Indianapolis, Indiana",Chris Lytle,Lights Out,Lights Out,68.0,3.03,3.76,Orthodox,0.45,0.58,2.4,0.55,0.7,0.55,170.0,170.0
0,10,,18,Korean Top Team,1983-04-15,Lightweight,South Korea,1983-04-15,Tae,69.0,69.0,Hyun Bang,Seoul,Tae Hyun Bang,The Korean Cowboy,The Supernatural,71.0,2.07,2.72,Switch,0.38,0.66,0.5,0.33,0.49,0.57,155.0,156.0
0,5,1.0,18,Millennia MMA,1986-09-03,Welterweight,United States,1986-09-03,Lorenz,71.0,71.0,Larkin,"Riverside, California",Lorenz Larkin,The Monsoon,The Monsoon,72.0,2.74,3.53,Orthodox,0.46,0.63,0.1,0.42,0.27,0.79,170.0,170.0
0,6,,13,Haleo Top Team,1974-05-10,Lightweight,Japan,1974-05-10,Yoshiyuki,71.0,71.0,Yoshida,Tokyo,Yoshiyuki Yoshida,Zenko,Zenko,70.0,3.67,0.85,Southpaw,0.36,0.36,2.8,0.28,1.41,0.25,170.0,155.0
0,6,,13,Team Bombsquad,1982-11-01,Middleweight,United States,1982-11-01,Mike,74.0,74.0,Massenzio,"Paterson, New Jersey",Mike Massenzio,The Master of Disaster,,73.0,3.59,2.08,Southpaw,0.45,0.54,1.4,0.24,2.74,0.5,185.0,185.0
10,9,1.0,28,Uruno Dojo,1985-01-31,Flyweight,Japan,1985-01-31,Shunichi,65.0,66.0,Shimizu,Tokyo,Shunichi Shimizu,Rolling Star,Rolling Star,66.0,4.68,0.14,Orthodox,0.33,0.3,0.0,0.0,0.0,0.0,135.0,125.0
0,9,,15,Team Tiger Schulmann,1984-07-31,Middleweight,United States,1984-07-31,Uriah,72.0,72.0,Hall,"New York City, New York",Uriah Hall,Prime Time,Primetime,79.0,3.82,3.43,Orthodox,0.51,0.52,0.2,0.38,0.84,0.71,185.0,186.0
1,6,,18,Inferno MMA,1972-04-15,Middleweight,United States,1975-11-10,Crafton,72.0,72.0,Wallace,"Naples, Florida",Crafton Wallace,Blaze,,,2.36,1.55,Orthodox,0.44,0.47,0.0,0.0,0.0,0.42,185.0,184.0
0,7,,27,Xtreme Couture,1981-06-29,Heavyweight,United States,1981-06-29,Mike,73.0,73.0,Whitehead,"Salt Lake City, Utah",Mike Whitehead,,Iron,,2.36,1.62,Orthodox,0.33,0.59,0.3,0.43,3.59,0.77,205.0,261.0
0,2,,7,,,,,1982-05-14,Tom,72.0,,DeBlass,,Tom DeBlass,,,75.0,4.43,1.5,Orthodox,0.35,0.37,0.5,0.5,1.0,0.28,185.0,
0,4,,6,MMA Lab,1985-10-04,Strawweight,United States,1985-10-04,Jocelyn,67.0,67.0,Jones-Lybarger,"Phoenix, Arizona",Jocelyn Jones-Lybarger,,,64.0,4.83,2.96,Orthodox,0.31,0.56,0.0,0.25,0.34,0.81,115.0,115.0
0,3,,9,Madhouse Training,1980-09-25,Welterweight,United States,1980-09-25,Clay,73.0,73.0,Harvison,"Marietta, Georgia",Clay Harvison,Bushwacker,Heavy Metal,74.0,3.91,3.29,,0.48,0.58,1.3,1.0,0.66,0.68,170.0,160.0
1,8,,21,Finnfighters Gym,1982-07-25,Featherweight,Finland,1982-07-25,Tom,69.0,69.0,Niinimaki,Turku,Tom Niinimaki,Stoneface,Stoneface,69.0,2.31,1.91,Orthodox,0.54,0.58,0.5,0.46,2.97,0.33,145.0,145.0
0,11,,24,Jackson-Wink MMA,1987-05-27,Featherweight,Brazil,1987-05-27,Diego,67.0,67.0,Brandao,"Fortaleza, Ceara",Diego Brandao,DB,DB,68.0,3.38,2.94,Orthodox,0.47,0.62,0.6,0.68,3.21,0.8,145.0,145.0
0,14,,16,Warrior MMA Fight Team,1976-08-17,Middleweight,Canada,1976-08-17,Carlos,69.0,69.0,Newton,"Newmarket, Ontario",Carlos Newton,The Ronin,The Ronin,,1.55,0.65,Orthodox,0.41,0.44,0.9,0.7,2.47,0.43,170.0,174.0
2,13,,49,Miletich Fighting Systems,1978-07-28,Welterweight,United States,1978-07-27,Joe,66.0,66.0,Jordan,"Pikeville, Kentucky",Joe Jordan,,Porkchop,,4.27,1.85,Orthodox,0.25,0.59,0.0,0.0,0.0,0.66,155.0,170.0
0,3,1.0,9,Fight Firm,1990-02-05,Middleweight,United States,1990-02-05,Nah-Shon,71.0,73.0,Burrell,"Philadelphia, Pennsylvania",Nah-Shon Burrell,The Rock n Rolla,The Rock-N-Rolla,73.0,3.45,4.83,Orthodox,0.47,0.56,0.3,0.0,0.0,0.52,170.0,179.0
0,3,,11,Reversal Gym Yokohama Ground Slam,1990-10-04,Bantamweight,Japan,1990-10-04,Michinori,65.0,65.0,Tanaka,"Yokohama, Kanagawa",Michinori Tanaka,,,67.0,1.99,1.97,Orthodox,0.37,0.5,0.2,0.38,2.4,0.43,135.0,135.0
2,11,,7,Sinosic Perosh Martial Arts,1971-02-13,Light Heavyweight,Australia,1971-02-13,Elvis,75.0,75.0,Sinosic,Sydney,Elvis Sinosic,The King of Rock n' Rumble,The King of Rock n Rumble,77.0,4.6,1.13,Orthodox,0.37,0.53,1.2,0.0,0.0,0.0,205.0,199.0
0,4,,7,American Top Team,1986-06-12,Light Heavyweight,United States,1986-06-12,Matt,77.0,77.0,Van Buren,"Norfolk, Virginia",Matt Van Buren,Gutter,Gutter,76.0,6.82,7.73,,0.45,0.49,0.0,0.0,0.0,0.5,205.0,205.0
0,5,,13,Titans MMA,1978-10-08,Light Heavyweight,Canada,1978-10-08,Roger,71.0,70.0,Hollett,"Halifax, Nova Scotia",Roger Hollett,The Hulk,The Hulk,70.0,6.47,1.83,Orthodox,0.47,0.34,0.0,0.28,1.0,0.3,205.0,205.0
0,2,,3,,1980-01-02,Welterweight,United States,1980-02-01,Troy,69.0,69.0,Mandaloniz,"Hilo, Hawaii",Troy Mandaloniz,Rude Boy,Rude Boy,,4.71,3.52,Orthodox,0.56,0.63,0.0,0.66,3.1,0.57,170.0,170.0
0,7,,8,Freak Animal Fitness,1987-05-05,Strawweight,United States,1987-05-05,Cortney,67.0,62.0,Casey,"Phoenix, Arizona",Cortney Casey,Cast Iron,Cast Iron,67.0,4.73,4.8,Orthodox,0.38,0.53,0.5,0.3,0.35,0.38,115.0,115.0
1,4,,6,Tiger Muay Thai,1981-12-15,Bantamweight,China,1981-12-15,Ning,64.0,65.0,Guangyou,"Cangzhou, Hebei",Ning Guangyou,Smasher,Smasher,64.0,1.91,2.66,Southpaw,0.41,0.61,0.3,0.5,1.09,0.62,145.0,135.0
0,13,,6,,,Light Heavyweight,England,1980-02-18,Ross,68.0,68.0,Pointon,,Ross Pointon,The Gladiator,The Gladiator,,2.77,2.62,Orthodox,0.23,0.58,0.0,1.0,1.19,0.0,170.0,205.0
0,4,,12,Jackson-Wink MMA,1981-10-17,Bantamweight,United States,1981-10-17,Holly,68.0,68.0,Holm,"Albuquerque, New Mexico",Holly Holm,The Preacher's Daughter,The Preacher's Daughter,69.0,2.8,2.82,Southpaw,0.34,0.57,0.1,0.31,0.56,0.78,145.0,135.0
0,9,,17,Jackson-Wink MMA,1982-07-13,Middleweight,England,1982-07-13,Tom,73.0,73.0,Watson,Southampton,Tom Watson,Kong,Kong,73.0,4.41,4.01,Orthodox,0.44,0.5,0.0,0.07,0.15,0.43,185.0,185.0
0,4,,13,Ascension MMA,1981-06-24,Featherweight,Brazil,1981-06-24,Junior,69.0,69.0,Assuncao,"Athens, Georgia",Junior Assuncao,,,72.0,2.06,3.31,Orthodox,0.62,0.44,0.7,0.24,2.43,0.66,145.0,145.0
0,4,,19,Planet Eater,1989-08-19,Middleweight,Poland,1989-08-19,Krzysztof,73.0,73.0,Jotko,Orneta,Krzysztof Jotko,,,77.0,1.89,2.86,Southpaw,0.44,0.59,0.1,0.37,1.12,0.87,185.0,185.0
1,5,,7,Lion's Den,1965-02-07,Heavyweight,United States,1965-02-07,Tra,74.0,74.0,Telligman,"Dallas, Texas",Tra Telligman,Trauma,Trauma,,3.02,1.83,Orthodox,0.35,0.56,0.0,1.0,0.87,0.8,233.0,233.0
0,5,,9,Serra-Longo Fight Team,1982-08-25,Middleweight,United States,1982-08-05,Pete,71.0,71.0,Sell,"Bay Shore, New York",Pete Sell,Drago,Drago,75.0,3.65,2.6,Orthodox,0.42,0.51,0.9,0.21,0.91,0.47,170.0,179.0
2,11,,31,Spirit Dojo,1983-02-21,Welterweight,England,1983-02-21,Paul,69.0,69.0,Daley,Nottingham,Paul Daley,Semtex,Semtex,76.0,2.37,3.14,Orthodox,0.47,0.6,0.0,0.4,0.91,0.64,170.0,171.0
0,11,,17,Bellmore Kickboxing Academy,1985-04-18,Light Heavyweight,United States,1985-08-18,Gian,75.0,74.0,Villante,"Bellmore, New York",Gian Villante,,,76.0,5.34,4.26,Orthodox,0.42,0.55,0.0,0.23,0.53,0.83,205.0,205.0
3,15,2.0,48,American Top Team,1983-03-30,Lightweight,United States,1983-03-30,Melvin,69.0,69.0,Guillard,"New Orleans, Louisiana",Melvin Guillard,The Young Assassin,The Young Assassin,68.0,1.85,2.96,Orthodox,0.4,0.66,0.2,0.63,1.3,0.61,155.0,155.0
0,4,,11,Team VRMA,1982-06-06,Lightweight,Brazil,1982-06-06,Vagner,70.0,71.0,Rocha,Rio de Janeiro,Vagner Rocha,Ceara,Ceara,73.0,4.5,2.64,Orthodox,0.42,0.48,1.9,0.33,1.4,0.5,155.0,155.0
0,4,,17,Team Takedown,1985-05-11,Featherweight,United States,1985-05-11,Chas,71.0,71.0,Skelly,"Keller, Texas",Chas Skelly,The Scrapper,The Scrapper,72.0,3.49,2.12,Orthodox,0.4,0.47,2.3,0.34,1.83,0.35,145.0,145.0
0,16,1.0,22,Alliance MMA,1984-09-26,Lightweight,England,1984-09-26,Ross,68.0,68.0,Pearson,"Sunderland, Tyne and Wear",Ross Pearson,The Real Deal,The Real Deal,69.0,4.09,3.68,Orthodox,0.4,0.62,0.0,0.35,0.74,0.75,155.0,155.0
